,timestamp,motion,x,y,touching,block,keysDown,variables,stageVariables
0,0.017,motion,0,-145,[],event_whenflagclicked,[],{},"{'var1': 29, 'var2': 26}"
1,0.018,motion,0,-145,[],motion_gotoxy{math_number(NUM:0)math_number(NUM:-145)},[],{},"{'var1': 29, 'var2': 26}"
2,0.046,motion,0,-145,[],control_wait_until{operator_equals{OPERAND1OPERAND2}},[],{},"{'var1': 29, 'var2': 26}"
3,0.046,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
4,0.046,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
5,0.076,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
6,0.076,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
7,0.108,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
8,0.108,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
9,0.14,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
10,0.14,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
11,0.176,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
12,0.176,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
13,0.206,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
14,0.206,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
15,0.239,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
16,0.239,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
17,0.274,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
18,0.274,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
19,0.306,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
20,0.307,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
21,0.338,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
22,0.339,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
23,0.372,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
24,0.372,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
25,0.404,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
26,0.404,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
27,0.44,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
28,0.44,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
29,0.471,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
30,0.471,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
31,0.506,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
32,0.506,motion,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
33,0.536,motion,10,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
34,0.536,motion,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
35,0.536,motion,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
36,0.571,motion,20,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
37,0.571,motion,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
38,0.572,motion,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
39,0.602,motion,30,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
40,0.602,motion,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
41,0.602,motion,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
42,0.634,motion,40,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
43,0.635,motion,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
44,0.635,motion,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
45,0.671,motion,50,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
46,0.671,motion,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
47,0.671,motion,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
48,0.702,motion,60,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
49,0.702,motion,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
50,0.702,motion,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
51,0.734,motion,70,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
52,0.735,motion,70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
53,0.735,motion,70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
54,0.767,motion,80,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
55,0.767,motion,80,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
56,0.767,motion,80,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
57,0.799,motion,90,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
58,0.799,motion,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
59,0.799,motion,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
60,0.833,motion,100,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
61,0.833,motion,100,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
62,0.833,motion,100,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
63,0.867,motion,110,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
64,0.867,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
65,0.867,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
66,0.901,motion,120,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
67,0.901,motion,120,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
68,0.901,motion,120,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
69,0.932,motion,130,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
70,0.932,motion,130,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
71,0.932,motion,130,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
72,0.964,motion,140,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
73,0.964,motion,140,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
74,0.964,motion,140,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
75,0.998,motion,150,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
76,0.998,motion,150,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
77,0.998,motion,150,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
78,1.033,motion,160,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'var1': 29, 'var2': 26}"
79,1.033,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
80,1.033,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'var1': 29, 'var2': 26}"
81,1.065,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
82,1.065,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
83,1.1,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
84,1.1,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
85,1.13,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
86,1.13,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
87,1.163,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
88,1.163,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
89,1.197,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
90,1.197,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
91,1.23,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
92,1.23,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
93,1.262,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
94,1.262,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
95,1.295,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
96,1.295,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
97,1.329,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
98,1.329,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
99,1.361,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
100,1.361,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
101,1.394,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
102,1.394,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
103,1.427,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
104,1.427,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
105,1.463,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
106,1.463,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
107,1.493,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
108,1.493,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
109,1.526,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
110,1.526,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
111,1.56,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
112,1.56,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
113,1.594,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
114,1.594,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
115,1.626,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
116,1.626,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
117,1.659,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
118,1.66,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
119,1.693,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
120,1.693,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
121,1.726,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
122,1.726,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
123,1.759,motion,160,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
124,1.759,motion,150,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'var1': 29, 'var2': 26}"
125,1.759,motion,150,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
126,1.79,motion,150,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
127,1.79,motion,140,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'var1': 29, 'var2': 26}"
128,1.79,motion,140,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
129,1.824,motion,140,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
130,1.824,motion,130,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'var1': 29, 'var2': 26}"
131,1.824,motion,130,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
132,1.858,motion,130,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
133,1.858,motion,120,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'var1': 29, 'var2': 26}"
134,1.858,motion,120,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
135,1.89,motion,120,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
136,1.89,motion,110,-145,[],motion_movesteps{math_number(NUM:-10)},['Left'],{},"{'var1': 29, 'var2': 26}"
137,1.891,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Left'],{},"{'var1': 29, 'var2': 26}"
138,1.923,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
139,1.923,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
140,1.955,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
141,1.955,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
142,1.988,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
143,1.988,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
144,2.024,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
145,2.024,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
146,2.054,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
147,2.054,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
148,2.088,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
149,2.088,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
150,2.121,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
151,2.121,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
152,2.154,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
153,2.154,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
154,2.186,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
155,2.186,motion,110,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'var1': 29, 'var2': 26}"
