,clockTime,sprite,x,y,touching,block,keysDown,variables,stageVariables
1037,3.999,Bowl,-80,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1038,3.999,Bowl,-80,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1039,4.028,Bananas,92,100,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1040,4.028,Bananas,92,93,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1041,4.029,Bananas,92,93,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1042,4.029,Bananas,92,93,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1043,4.03,Apple,218,-150,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1044,4.03,Apple,218,-150,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1045,4.031,Apple,218,-150,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1046,4.032,Bowl,-70,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1047,4.033,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1048,4.033,Bowl,-70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1049,4.062,Bananas,92,93,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1050,4.062,Bananas,92,86,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1051,4.062,Bananas,92,86,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1052,4.065,Bananas,92,86,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1053,4.065,Apple,218,-155,[],motion_changeyby{math_number(NUM:-5)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1054,4.065,Apple,218,-155,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1055,4.093,Bowl,-60,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1056,4.094,Bowl,-60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1057,4.094,Bowl,-60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1058,4.106,Bananas,92,86,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1059,4.106,Bananas,92,79,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1060,4.106,Bananas,92,79,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1061,4.109,Bananas,92,79,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1062,4.109,Bowl,-50,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1063,4.11,Bowl,-50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1064,4.11,Bowl,-50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1065,4.139,Bananas,92,79,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1066,4.14,Bananas,92,72,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1067,4.141,Bananas,92,72,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1068,4.142,Bananas,92,72,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1069,4.142,Bowl,-40,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1070,4.142,Bowl,-40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1071,4.142,Bowl,-40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1072,4.173,Bananas,92,72,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1073,4.174,Bananas,92,65,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1074,4.176,Bananas,92,65,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1075,4.186,Bananas,92,65,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1076,4.188,Bowl,-30,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1077,4.188,Bowl,-30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1078,4.189,Bowl,-30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1079,4.207,Bananas,92,65,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1080,4.207,Bananas,92,58,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1081,4.208,Bananas,92,58,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1082,4.21,Bananas,92,58,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1083,4.21,Bowl,-20,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1084,4.211,Bowl,-20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1085,4.211,Bowl,-20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
1086,4.211,Stage,0,0,"['Bowl', 'Apple', 'Bananas']",data_changevariableby(VARIABLE:Zeit){math_number(NUM:-1)},['Right'],"{'Punkte': 21, 'Zeit': 26}","{'Punkte': 21, 'Zeit': 26}"
1087,4.241,Bananas,92,58,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1088,4.241,Bananas,92,51,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1089,4.242,Bananas,92,51,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1090,4.246,Bananas,92,51,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1091,4.248,Bowl,-10,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1092,4.25,Bowl,-10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1093,4.25,Bowl,-10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1094,4.28,Bananas,92,51,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1095,4.281,Bananas,92,44,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1096,4.281,Bananas,92,44,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1097,4.284,Bananas,92,44,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1098,4.285,Bowl,0,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1099,4.286,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1100,4.286,Bowl,0,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1101,4.312,Bananas,92,44,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1102,4.312,Bananas,92,37,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1103,4.313,Bananas,92,37,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1104,4.314,Bananas,92,37,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1105,4.314,Bowl,10,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1106,4.314,Bowl,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1107,4.315,Bowl,10,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1108,4.345,Bananas,92,37,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1109,4.346,Bananas,92,30,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1110,4.348,Bananas,92,30,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1111,4.351,Bananas,92,30,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1112,4.352,Bowl,20,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1113,4.352,Bowl,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1114,4.353,Bowl,20,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1115,4.38,Bananas,92,30,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1116,4.381,Bananas,92,23,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1117,4.383,Bananas,92,23,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1118,4.386,Bananas,92,23,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1119,4.387,Bowl,30,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1120,4.388,Bowl,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1121,4.388,Bowl,30,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1122,4.414,Bananas,92,23,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1123,4.414,Bananas,92,16,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1124,4.415,Bananas,92,16,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1125,4.416,Bananas,92,16,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1126,4.416,Bowl,40,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1127,4.416,Bowl,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1128,4.416,Bowl,40,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1129,4.447,Bananas,92,16,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1130,4.447,Bananas,92,9,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1131,4.447,Bananas,92,9,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1132,4.448,Bananas,92,9,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1133,4.449,Bowl,50,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1134,4.449,Bowl,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1135,4.449,Bowl,50,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1136,4.48,Bananas,92,9,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1137,4.481,Bananas,92,2,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1138,4.482,Bananas,92,2,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1139,4.483,Bananas,92,2,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1140,4.484,Bowl,60,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1141,4.485,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1142,4.485,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1143,4.514,Bananas,92,2,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1144,4.515,Bananas,92,-5,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1145,4.515,Bananas,92,-5,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1146,4.518,Bananas,92,-5,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1147,4.518,Bowl,70,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1148,4.519,Bowl,70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1149,4.52,Bowl,70,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1150,4.547,Bananas,92,-5,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1151,4.547,Bananas,92,-12,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1152,4.547,Bananas,92,-12,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1153,4.549,Bananas,92,-12,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1154,4.549,Bowl,80,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1155,4.55,Bowl,80,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1156,4.55,Bowl,80,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1157,4.58,Bananas,92,-12,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1158,4.581,Bananas,92,-19,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1159,4.582,Bananas,92,-19,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1160,4.585,Bananas,92,-19,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1161,4.586,Bowl,90,-145,[],motion_movesteps{math_number(NUM:10)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1162,4.586,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1163,4.586,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
1164,4.613,Bananas,92,-19,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1165,4.614,Bananas,92,-26,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1166,4.615,Bananas,92,-26,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1167,4.617,Bananas,92,-26,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1168,4.618,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1169,4.618,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1170,4.646,Bananas,92,-26,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1171,4.646,Bananas,92,-33,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1172,4.647,Bananas,92,-33,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1173,4.649,Bananas,92,-33,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1174,4.649,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1175,4.649,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1176,4.68,Bananas,92,-33,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1177,4.68,Bananas,92,-40,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1178,4.681,Bananas,92,-40,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1179,4.681,Bananas,92,-40,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1180,4.682,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1181,4.682,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1182,4.712,Bananas,92,-40,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1183,4.713,Bananas,92,-47,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1184,4.715,Bananas,92,-47,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1185,4.718,Bananas,92,-47,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1186,4.719,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1187,4.719,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1188,4.75,Bananas,92,-47,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1189,4.751,Bananas,92,-54,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1190,4.753,Bananas,92,-54,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1191,4.755,Bananas,92,-54,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1192,4.756,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1193,4.756,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1194,4.783,Bananas,92,-54,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1195,4.783,Bananas,92,-61,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1196,4.783,Bananas,92,-61,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1197,4.785,Bananas,92,-61,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1198,4.785,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1199,4.785,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1200,4.816,Bananas,92,-61,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1201,4.817,Bananas,92,-68,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1202,4.817,Bananas,92,-68,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1203,4.817,Bananas,92,-68,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1204,4.818,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1205,4.818,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1206,4.85,Bananas,92,-68,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1207,4.85,Bananas,92,-75,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1208,4.85,Bananas,92,-75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1209,4.851,Bananas,92,-75,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1210,4.851,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1211,4.852,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1212,4.883,Bananas,92,-75,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1213,4.883,Bananas,92,-82,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1214,4.883,Bananas,92,-82,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1215,4.885,Bananas,92,-82,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1216,4.885,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1217,4.885,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1218,4.916,Bananas,92,-82,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1219,4.916,Bananas,92,-89,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1220,4.917,Bananas,92,-89,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1221,4.918,Bananas,92,-89,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1222,4.919,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1223,4.919,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1224,4.95,Bananas,92,-89,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1225,4.951,Bananas,92,-96,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1226,4.952,Bananas,92,-96,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1227,4.955,Bananas,92,-96,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1228,4.955,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1229,4.955,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1230,4.983,Bananas,92,-96,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1231,4.983,Bananas,92,-103,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1232,4.983,Bananas,92,-103,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1233,4.985,Bananas,92,-103,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1234,4.985,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1235,4.986,Bowl,90,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 21, 'Zeit': 26}"
1236,5.016,Bananas,92,-103,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
1237,5.016,Bananas,92,-110,['Bowl'],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
1238,5.016,Bananas,92,-110,['Bowl'],data_changevariableby(VARIABLE:Punkte){math_number(NUM:8)},[],{},"{'Punkte': 29, 'Zeit': 26}"
1239,5.017,Bananas,92,-110,[],looks_hide,[],{},"{'Punkte': 29, 'Zeit': 26}"
1240,5.018,Bananas,-31,137,[],motion_goto{motion_goto_menu(TO:_random_)},[],{},"{'Punkte': 29, 'Zeit': 26}"
