,clockTime,sprite,x,y,touching,block,keysDown,variables,stageVariables
202,1.125,Apple,72,0,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
203,1.126,Apple,72,0,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
204,1.126,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
205,1.126,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
206,1.154,Bananas,-91,142,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
207,1.155,Bananas,-91,135,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
208,1.156,Bananas,-91,135,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
209,1.158,Bananas,-91,135,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
210,1.159,Apple,72,-5,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
211,1.159,Apple,72,-5,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
212,1.16,Apple,72,-5,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
213,1.16,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
214,1.161,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
215,1.187,Bananas,-91,135,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
216,1.188,Bananas,-91,128,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
217,1.189,Bananas,-91,128,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
218,1.192,Bananas,-91,128,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
219,1.194,Apple,72,-10,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
220,1.194,Apple,72,-10,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
221,1.197,Apple,72,-10,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
222,1.197,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
223,1.198,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
224,1.221,Bananas,-91,128,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
225,1.221,Bananas,-91,121,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
226,1.223,Bananas,-91,121,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
227,1.225,Bananas,-91,121,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
228,1.227,Apple,72,-15,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
229,1.228,Apple,72,-15,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
230,1.231,Apple,72,-15,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
231,1.232,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
232,1.232,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
233,1.254,Bananas,-91,121,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
234,1.254,Bananas,-91,114,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
235,1.254,Bananas,-91,114,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
236,1.256,Bananas,-91,114,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
237,1.256,Apple,72,-20,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
238,1.256,Apple,72,-20,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
239,1.257,Apple,72,-20,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
240,1.257,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
241,1.257,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
242,1.287,Bananas,-91,114,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
243,1.287,Bananas,-91,107,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
244,1.288,Bananas,-91,107,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
245,1.289,Bananas,-91,107,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
246,1.29,Apple,72,-25,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
247,1.29,Apple,72,-25,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
248,1.292,Apple,72,-25,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
249,1.293,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
250,1.294,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
251,1.32,Bananas,-91,107,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
252,1.32,Bananas,-91,100,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
253,1.321,Bananas,-91,100,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
254,1.324,Bananas,-91,100,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
255,1.324,Apple,72,-30,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
256,1.325,Apple,72,-30,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
257,1.327,Apple,72,-30,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
258,1.327,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
259,1.327,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
260,1.353,Bananas,-91,100,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
261,1.354,Bananas,-91,93,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
262,1.357,Bananas,-91,93,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
263,1.361,Bananas,-91,93,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
264,1.364,Apple,72,-35,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
265,1.364,Apple,72,-35,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
266,1.367,Apple,72,-35,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
267,1.368,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
268,1.368,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
269,1.396,Bananas,-91,93,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
270,1.397,Bananas,-91,86,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
271,1.398,Bananas,-91,86,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
272,1.399,Bananas,-91,86,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
273,1.401,Apple,72,-40,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
274,1.401,Apple,72,-40,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
275,1.403,Apple,72,-40,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
276,1.403,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
277,1.404,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
278,1.429,Bananas,-91,86,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
279,1.429,Bananas,-91,79,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
280,1.429,Bananas,-91,79,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
281,1.43,Bananas,-91,79,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
282,1.43,Apple,72,-45,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
283,1.431,Apple,72,-45,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
284,1.432,Apple,72,-45,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
285,1.432,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
286,1.433,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
287,1.463,Bananas,-91,79,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
288,1.464,Bananas,-91,72,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
289,1.466,Bananas,-91,72,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
290,1.467,Bananas,-91,72,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
291,1.47,Apple,72,-50,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
292,1.471,Apple,72,-50,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
293,1.472,Apple,72,-50,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
294,1.473,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
295,1.473,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
296,1.496,Bananas,-91,72,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
297,1.496,Bananas,-91,65,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
298,1.497,Bananas,-91,65,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
299,1.499,Bananas,-91,65,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
300,1.499,Apple,72,-55,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
301,1.5,Apple,72,-55,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
302,1.5,Apple,72,-55,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
303,1.501,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
304,1.501,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
305,1.528,Bananas,-91,65,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
306,1.528,Bananas,-91,58,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
307,1.528,Bananas,-91,58,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
308,1.529,Bananas,-91,58,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
309,1.529,Apple,72,-60,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
310,1.529,Apple,72,-60,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
311,1.53,Apple,72,-60,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
312,1.53,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
313,1.53,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
314,1.561,Bananas,-91,58,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
315,1.562,Bananas,-91,51,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
316,1.562,Bananas,-91,51,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
317,1.562,Bananas,-91,51,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
318,1.563,Apple,72,-65,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
319,1.563,Apple,72,-65,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
320,1.564,Apple,72,-65,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
321,1.564,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
322,1.564,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
323,1.594,Bananas,-91,51,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
324,1.596,Bananas,-91,44,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
325,1.596,Bananas,-91,44,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
326,1.598,Bananas,-91,44,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
327,1.601,Apple,72,-70,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
328,1.602,Apple,72,-70,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
329,1.605,Apple,72,-70,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
330,1.605,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
331,1.606,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
332,1.628,Bananas,-91,44,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
333,1.629,Bananas,-91,37,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
334,1.63,Bananas,-91,37,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
335,1.633,Bananas,-91,37,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
336,1.634,Apple,72,-75,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
337,1.634,Apple,72,-75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
338,1.636,Apple,72,-75,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
339,1.636,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
340,1.636,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
341,1.661,Bananas,-91,37,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
342,1.662,Bananas,-91,30,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
343,1.663,Bananas,-91,30,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
344,1.664,Bananas,-91,30,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
345,1.664,Apple,72,-80,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
346,1.664,Apple,72,-80,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
347,1.665,Apple,72,-80,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
348,1.665,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
349,1.665,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
350,1.694,Bananas,-91,30,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
351,1.696,Bananas,-91,23,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
352,1.696,Bananas,-91,23,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
353,1.698,Bananas,-91,23,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
354,1.699,Apple,72,-85,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
355,1.7,Apple,72,-85,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
356,1.702,Apple,72,-85,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
357,1.702,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
358,1.704,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
359,1.728,Bananas,-91,23,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
360,1.728,Bananas,-91,16,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
361,1.73,Bananas,-91,16,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
362,1.732,Bananas,-91,16,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
363,1.733,Apple,72,-90,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
364,1.733,Apple,72,-90,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
365,1.735,Apple,72,-90,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
366,1.736,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
367,1.736,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
368,1.762,Bananas,-91,16,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
369,1.762,Bananas,-91,9,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
370,1.762,Bananas,-91,9,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
371,1.763,Bananas,-91,9,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
372,1.763,Apple,72,-95,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
373,1.764,Apple,72,-95,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
374,1.764,Apple,72,-95,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
375,1.764,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
376,1.764,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
377,1.794,Bananas,-91,9,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
378,1.795,Bananas,-91,2,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
379,1.796,Bananas,-91,2,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
380,1.799,Bananas,-91,2,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
381,1.799,Apple,72,-100,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
382,1.8,Apple,72,-100,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
383,1.801,Apple,72,-100,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
384,1.801,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
385,1.802,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
386,1.83,Bananas,-91,2,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
387,1.83,Bananas,-91,-5,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
388,1.831,Bananas,-91,-5,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
389,1.835,Bananas,-91,-5,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
390,1.836,Apple,72,-105,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
391,1.837,Apple,72,-105,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
392,1.838,Apple,72,-105,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
393,1.838,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
394,1.839,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
395,1.863,Bananas,-91,-5,[],looks_show,[],{},"{'Punkte': 0, 'Zeit': 29}"
396,1.863,Bananas,-91,-12,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 0, 'Zeit': 29}"
397,1.864,Bananas,-91,-12,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
398,1.867,Bananas,-91,-12,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
399,1.867,Apple,72,-110,[],motion_changeyby{math_number(NUM:-5)},[],{},"{'Punkte': 0, 'Zeit': 29}"
400,1.867,Apple,72,-110,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 0, 'Zeit': 29}"
401,1.868,Apple,72,-110,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 0, 'Zeit': 29}"
402,1.869,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
403,1.869,Bowl,60,-145,[],control_if{sensing_keypressed{KEY_OPTION}},[],{},"{'Punkte': 0, 'Zeit': 29}"
404,1.896,Bananas,-91,-12,[],looks_show,['Left'],{},"{'Punkte': 0, 'Zeit': 29}"
405,1.896,Bananas,-91,-19,[],motion_changeyby{math_number(NUM:-7)},['Left'],{},"{'Punkte': 0, 'Zeit': 29}"
406,1.897,Bananas,-91,-19,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Left'],{},"{'Punkte': 0, 'Zeit': 29}"
407,1.899,Bananas,-91,-19,[],control_if{sensing_touchingcolor{COLOR}},['Left'],{},"{'Punkte': 0, 'Zeit': 29}"
408,1.899,Apple,72,-115,['Bowl'],motion_changeyby{math_number(NUM:-5)},['Left'],{},"{'Punkte': 0, 'Zeit': 29}"
409,1.899,Apple,72,-115,['Bowl'],data_changevariableby(VARIABLE:Punkte){math_number(NUM:5)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
410,1.899,Apple,72,-115,[],looks_hide,['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
411,1.899,Apple,218,91,[],motion_goto{motion_goto_menu(TO:_random_)},['Left'],{},"{'Punkte': 5, 'Zeit': 29}"
