,clockTime,x,y,touching,block,keysDown,variables,stageVariables
357,3.864,92,128,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
358,3.865,92,128,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
359,3.896,92,128,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
360,3.897,92,121,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
361,3.897,92,121,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
362,3.899,92,121,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
363,3.928,92,121,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
364,3.928,92,114,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
365,3.929,92,114,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
366,3.93,92,114,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
367,3.961,92,114,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
368,3.962,92,107,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
369,3.962,92,107,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
370,3.964,92,107,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
371,3.994,92,107,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
372,3.995,92,100,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
373,3.995,92,100,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
374,3.997,92,100,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
375,4.028,92,100,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
376,4.028,92,93,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
377,4.029,92,93,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
378,4.029,92,93,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
379,4.062,92,93,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
380,4.062,92,86,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
381,4.062,92,86,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
382,4.065,92,86,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
383,4.106,92,86,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
384,4.106,92,79,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
385,4.106,92,79,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
386,4.109,92,79,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
387,4.139,92,79,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
388,4.14,92,72,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
389,4.141,92,72,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
390,4.142,92,72,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
391,4.173,92,72,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
392,4.174,92,65,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
393,4.176,92,65,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
394,4.186,92,65,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
395,4.207,92,65,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
396,4.207,92,58,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
397,4.208,92,58,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
398,4.21,92,58,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 27}"
399,4.241,92,58,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
400,4.241,92,51,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
401,4.242,92,51,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
402,4.246,92,51,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
403,4.28,92,51,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
404,4.281,92,44,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
405,4.281,92,44,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
406,4.284,92,44,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
407,4.312,92,44,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
408,4.312,92,37,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
409,4.313,92,37,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
410,4.314,92,37,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
411,4.345,92,37,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
412,4.346,92,30,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
413,4.348,92,30,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
414,4.351,92,30,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
415,4.38,92,30,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
416,4.381,92,23,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
417,4.383,92,23,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
418,4.386,92,23,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
419,4.414,92,23,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
420,4.414,92,16,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
421,4.415,92,16,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
422,4.416,92,16,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
423,4.447,92,16,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
424,4.447,92,9,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
425,4.447,92,9,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
426,4.448,92,9,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
427,4.48,92,9,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
428,4.481,92,2,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
429,4.482,92,2,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
430,4.483,92,2,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
431,4.514,92,2,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
432,4.515,92,-5,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
433,4.515,92,-5,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
434,4.518,92,-5,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
435,4.547,92,-5,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
436,4.547,92,-12,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
437,4.547,92,-12,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
438,4.549,92,-12,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
439,4.58,92,-12,[],looks_show,['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
440,4.581,92,-19,[],motion_changeyby{math_number(NUM:-7)},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
441,4.582,92,-19,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
442,4.585,92,-19,[],control_if{sensing_touchingcolor{COLOR}},['Right'],{},"{'Punkte': 21, 'Zeit': 26}"
443,4.613,92,-19,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
444,4.614,92,-26,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
445,4.615,92,-26,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
446,4.617,92,-26,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
447,4.646,92,-26,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
448,4.646,92,-33,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
449,4.647,92,-33,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
450,4.649,92,-33,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
451,4.68,92,-33,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
452,4.68,92,-40,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
453,4.681,92,-40,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
454,4.681,92,-40,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
455,4.712,92,-40,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
456,4.713,92,-47,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
457,4.715,92,-47,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
458,4.718,92,-47,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
459,4.75,92,-47,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
460,4.751,92,-54,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
461,4.753,92,-54,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
462,4.755,92,-54,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
463,4.783,92,-54,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
464,4.783,92,-61,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
465,4.783,92,-61,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
466,4.785,92,-61,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
467,4.816,92,-61,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
468,4.817,92,-68,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
469,4.817,92,-68,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
470,4.817,92,-68,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
471,4.85,92,-68,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
472,4.85,92,-75,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
473,4.85,92,-75,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
474,4.851,92,-75,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
475,4.883,92,-75,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
476,4.883,92,-82,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
477,4.883,92,-82,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
478,4.885,92,-82,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
479,4.916,92,-82,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
480,4.916,92,-89,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
481,4.917,92,-89,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
482,4.918,92,-89,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
483,4.95,92,-89,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
484,4.951,92,-96,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
485,4.952,92,-96,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
486,4.955,92,-96,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
487,4.983,92,-96,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
488,4.983,92,-103,[],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
489,4.983,92,-103,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 21, 'Zeit': 26}"
490,4.985,92,-103,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 21, 'Zeit': 26}"
491,5.016,92,-103,[],looks_show,[],{},"{'Punkte': 21, 'Zeit': 26}"
492,5.016,92,-110,['Bowl'],motion_changeyby{math_number(NUM:-7)},[],{},"{'Punkte': 21, 'Zeit': 26}"
493,5.016,92,-110,['Bowl'],data_changevariableby(VARIABLE:Punkte){math_number(NUM:8)},[],{},"{'Punkte': 29, 'Zeit': 26}"
494,5.017,92,-110,[],looks_hide,[],{},"{'Punkte': 29, 'Zeit': 26}"
495,5.018,-31,137,[],motion_goto{motion_goto_menu(TO:_random_)},[],{},"{'Punkte': 29, 'Zeit': 26}"
496,5.018,-31,170,[],motion_sety{math_number(NUM:170)},[],{},"{'Punkte': 29, 'Zeit': 26}"
497,5.019,-31,170,[],looks_show,[],{},"{'Punkte': 29, 'Zeit': 26}"
498,5.019,-31,170,[],control_if{sensing_touchingobject{TOUCHINGOBJECTMENU}},[],{},"{'Punkte': 29, 'Zeit': 26}"
499,5.02,-31,170,[],control_if{sensing_touchingcolor{COLOR}},[],{},"{'Punkte': 29, 'Zeit': 26}"
